snp-dists 0.6.3,SIML_2017_04,MD_7_B2,MD_6_A8,MD_6_D11,SG19_233_Sal,ISLHD_2017_16_S87,ISLHD_2018_16_S105,MD_6_G10,SIML_2019_06,ISLHD_2018_17_S106,MD_6_F10,ISLHD_2019_20,ISLHD_2018_4_S93,ISLHD_2017_12_S83,ISLHD_2017_1_S76,Seagull_18_220_S109,SG19_238_Sal,Seagull_18_206_S47,MD_6_G9,ISLHD_2019_14,SIML_2017_07,ISLHD_2018_11_S100,MD_6_G11,SIML_2017_21,SIML_2019_14,ISLHD_2017_10_S81,MD_7_D2,MD_7_F2,ISLHD_2017_6_S119,ISLHD_2018_2_S91,MD_6_A11,SIML_2017_16,Seagull_18_255_S68,MD_6_E8,Seagull_18_163_1_S37,Seagull_18_172_S40,ISLHD_2019_17,W_1_D11,MD_7_G1,SG19_397_Sal,SG19_084_Sal,ISLHD_2019_30,W_1_F11,SIML_2017_13,SG19_284_Sal,ISLHD_2018_15_S104,ISLHD_2019_09,W_1_C11,SG19_288_Sal,MD_6_H10,MD_7_H2,ISLHD_2019_06,W_1_H11,MD_6_D9,SG19_182_Sal,SG19_298_Sal,SIML_2017_24,ISLHD_2019_27,SIML_2017_17,MD_6_H8,ISLHD_2017_14_S85,ISLHD_2019_15,MD_6_C10,SIML_2017_22,MD_6_B9,SIML_2017_18,ISLHD_2017_9_S80,ISLHD_2019_29,MD_6_C9,ISLHD_2019_28,SG19_380_Sal,MD_6_C12,MD_6_H11,SIML_2019_09,MD_6_F12,ISLHD_2018_5_S94,SG19_334_Sal,ISLHD_2019_03,MD_7_A2,Seagull_18_96_1_S14,ISLHD_2017_11_S82,MD_7_A1,ISLHD_2019_22,Seagull_18_124_1_S26,SIML_2019_04,ISLHD_2019_19,SIML_2017_02,SIML_2017_10,SG19_269_Sal,ISLHD_2018_6_S95,ISLHD_2017_8_S79,ISLHD_2017_2_S116,ISLHD_2017_18_S89,SIML_2017_08,W_1_B11,SIML_2019_11,SIML_2017_01,ISLHD_2017_7_S78,SIML_2019_15,MD_6_H9,SG19_171_Sal,MD_6_A9,SIML_2017_05,MD_7_G2,Seagull_18_240_1_S58,ISLHD_2019_18,MD_7_F1,ISLHD_2019_16,ISLHD_2019_10,ISLHD_2019_08,Seagull_18_132_1_S29,ISLHD_2018_10_S99,SIML_2019_13,W_1_G11,Seagull_18_90_1_S9,ISLHD_2017_15_S86,ISLHD_2019_23,ISLHD_2018_3_S92,SG19_400_Sal,SG19_116_05_E_coli,ISLHD_2017_3_S117,MD_6_B12,ISLHD_2018_12_S101,MD_6_B8,Seagull_18_165_S107,MD_6_A12,MD_6_E12,MD_6_B10,ISLHD_2018_9_S98,MD_6_F9,ISLHD_2019_01,ISLHD_2019_11,MD_7_A3,ISLHD_2017_17_S88,SIML_2019_07,ISLHD_2019_12,ISLHD_2018_8_S97,MD_6_C8,MD_6_E11,W_1_E11,SIML_2019_08,ISLHD_2017_5_S77,MD_6_D8,ISLHD_2019_13,MD_7_C2,MD_7_C1,MD_7_E2,MD_6_D12,MD_6_E9,MD_6_E10,ISLHD_2017_13_S84,SIML_2017_23,ISLHD_2019_07,SG19_116_Sal,SIML_2017_14,SIML_2019_03,ISLHD_2019_24,ISLHD_2018_7_S96,SIML_2019_10,SIML_2019_12,SIML_2017_06,SG19_292_Sal,ISLHD_2019_21,SIML_2017_15,SG19_327_Sal,ISLHD_2017_4_S118,SIML_2017_09,SIML_2017_03,MD_6_C11,Seagull_18_100_1_S16,ISLHD_2019_05,ISLHD_2019_04,SIML_2017_11,ISLHD_2018_13_S102,Seagull_18_117_1_S21,ISLHD_2019_02,MD_6_F8,ISLHD_2019_25,SIML_2017_19,ISLHD_2018_14_S103,MD_6_H7,MD_6_G8,MD_6_F11,SIML_2019_05,MD_6_B11,MD_7_B1,Seagull_18_190_1_S42,SIML_2019_02,ISLHD_2018_1_S90,MD_7_D1,ISLHD_2019_26
SIML_2019_13,14546,530,522,522,27684,466,529,521,26218,32372,529,28461,28339,28052,27358,775,1573,775,522,403,28338,440,39412,39018,28600,33795,415,32392,29937,27057,522,28304,775,14521,776,776,33664,33670,32391,33009,28484,28609,33665,33646,29825,501,33670,26771,28490,31788,28606,517,32370,39011,27818,33681,33574,28600,411,35737,28559,420,531,539,407,526,526,27044,39011,1,461,529,522,28342,28597,26273,27688,28052,523,28139,467,522,39022,38886,28338,39525,29863,26973,39734,27369,39062,28464,348,39647,29872,8373,28304,26980,28048,28529,545,521,19,29864,776,28048,525,32371,27031,14548,30055,459,0,26205,775,28342,28047,354,461,27684,151,410,32375,529,776,26859,28597,530,529,32374,29869,32374,32461,28047,39423,33649,14533,14539,530,26772,151,28050,529,33666,522,416,35737,32391,26862,35738,28048,439,39647,27684,33277,130220,27602,452,28342,28328,526,33010,461,28338,33610,39287,27087,537,537,24,29862,29818,32419,33621,775,535,26225,27487,529,28042,14539,521,36157,459,521,33615,661,28483,535,28597,28151
W_1_G11,25774,26159,26152,26152,27613,26087,26159,26151,25735,32419,26158,28771,28042,28001,27244,26398,27416,26398,26152,26261,28041,26067,39710,39164,29741,33692,26272,32431,29501,27676,26152,28009,26398,25759,26399,26399,33621,33627,32430,32966,29853,29750,33622,33613,29401,26115,33627,27888,29859,32249,29747,26147,32417,38986,26539,33639,33864,29742,26271,35664,28864,26280,26160,26163,26265,26156,26156,27663,38986,26204,26081,26158,26152,28045,29738,26101,27617,27991,26153,27931,26086,26152,38997,38722,28041,39489,29427,27819,39903,27169,39050,28774,26202,39931,30019,26044,28009,27826,27997,28832,26173,26151,26210,29428,26399,27997,26155,32418,27421,25776,30441,26081,26205,0,26398,28048,27998,26202,26081,27613,26088,26268,32422,26158,26399,27076,29738,26159,26159,32421,29433,32421,32494,27996,39401,33616,25761,25767,26159,27889,26104,28002,26158,33623,26152,26273,35664,32430,27079,35665,27997,26066,39931,27613,33222,130690,27500,26078,28045,28031,26156,32967,26084,28041,33498,39427,27705,26161,26161,26215,29426,29392,32461,33509,26398,26159,219,27613,26158,27989,25767,26151,36084,26081,26151,33504,26512,28795,26159,29738,28009
Seagull_18_90_1_S9,14741,503,495,495,27882,619,502,494,26413,32563,502,28650,28525,28246,27542,0,1774,0,495,604,28524,593,39822,39204,28787,33977,616,32810,30122,27245,495,28490,0,14716,1,1,34079,34085,32809,33196,28899,28796,34080,34061,30010,654,34085,27189,28905,32207,28793,490,32561,39188,28013,34096,33988,28787,614,35927,28748,623,504,544,608,499,499,27232,39188,774,614,502,495,28528,28784,26461,27886,28246,496,28328,620,495,39199,39061,28524,39704,30048,27389,40142,27788,39239,28653,729,40059,30309,8796,28490,27396,28242,28718,518,494,780,30049,1,28242,498,32562,27214,14743,30242,612,775,26398,0,28528,28241,735,614,27882,658,611,32566,502,1,27054,28784,503,502,32565,30054,32565,32879,28241,39604,34064,14728,14734,503,27190,674,28244,502,34081,495,617,35927,32809,27057,35928,28242,592,40059,27882,33468,130646,27788,605,28528,28514,499,33197,614,28524,33792,39466,27275,542,542,785,30047,30003,32837,33803,0,540,26418,27901,502,28236,14734,494,36347,614,494,33797,114,28672,540,28784,28337
ISLHD_2017_15_S86,27679,28287,28283,28283,29170,28223,28290,28282,28890,32633,28286,29492,68,29385,28888,28528,29547,28528,28283,28392,95,28199,40307,40180,31075,33690,28400,32688,30743,29046,28283,300,28528,27667,28529,28529,33134,33140,32687,33465,31188,31082,33135,33126,30642,28251,33140,28663,31193,32956,31081,28278,32631,39614,28335,33149,33141,31075,28402,35598,29589,28411,28288,28302,28396,28287,28286,29036,39614,28341,28218,28286,28283,85,31072,28674,29174,29376,28284,28830,28224,28283,39627,39945,67,39015,30668,29187,40042,28902,39674,29495,28333,40271,31601,27999,298,29196,29381,29557,28307,28282,28347,30669,28529,29381,28286,32632,29010,27684,31184,28216,28342,28048,28528,0,29380,28336,28218,29170,28225,28399,32636,28286,28529,28722,31072,28287,28289,32635,30674,32635,32758,29380,40058,33129,27669,27675,28287,28664,28241,29384,28286,33136,28283,28401,35598,32687,28725,35599,29381,28198,40271,29170,34331,130552,29242,28212,85,85,28285,33466,28220,67,33500,40406,29073,28300,28300,28352,30667,30635,32718,33511,28528,28298,28070,29355,28290,29377,27675,28282,36017,28218,28282,33505,28642,29515,28298,31072,24181
ISLHD_2019_23,27812,28000,27993,27993,28672,27933,28000,27992,28766,32171,27999,30002,29375,213,29128,28241,29259,28241,27993,28102,29374,27910,39221,38768,30239,33423,28113,32163,30009,28107,27993,29335,28241,27787,28242,28242,33590,33596,32162,33223,30352,30248,33591,33572,29932,27965,33596,28192,30361,32010,30245,27988,32169,39166,29171,33608,33587,30239,28112,35877,30094,28121,28001,28005,28106,27997,27997,28094,39166,28046,27928,27999,27993,29378,30236,27897,28676,217,27994,29687,27934,27993,39177,39083,29374,39678,29937,28247,39619,28705,39215,30005,28043,39617,30305,27919,29335,28256,209,30064,28016,27992,28052,29938,28242,209,27996,32170,29159,27814,30740,27926,28047,27998,28241,29380,0,28046,27928,28672,27930,28109,32174,27999,28242,28307,30236,28000,28000,32173,29943,32173,32230,208,39295,33575,27799,27804,28000,28193,27946,214,27999,33592,27993,28114,35877,32162,28310,35878,209,27909,39617,28672,33632,130365,28138,27920,29378,29364,27997,33224,27928,29374,33232,39836,28133,28003,28001,28057,29936,29925,32191,33243,28241,28001,28023,28251,28000,203,27804,27992,36296,27928,27992,33237,28355,30026,28001,30236,29692
ISLHD_2018_3_S92,14547,490,482,482,27689,118,489,481,26220,32372,489,28458,28333,28051,27357,735,1534,735,482,363,28332,340,39412,39022,28602,33800,375,32390,29941,27055,482,28298,735,14522,736,736,33663,33669,32389,33003,28486,28611,33664,33645,29829,461,33669,26770,28492,31791,28608,477,32370,39014,27824,33680,33572,28602,373,35734,28556,382,491,495,367,486,486,27042,39014,353,169,489,482,28336,28599,26274,27693,28051,483,28140,117,482,39025,38890,28332,39523,29867,26971,39735,27374,39065,28461,248,39648,29893,8376,28298,26978,28047,28526,505,481,359,29868,736,28047,485,32371,27033,14549,30056,167,354,26202,735,28336,28046,0,169,27689,465,370,32375,489,736,26864,28599,490,489,32374,29873,32374,32459,28046,39426,33648,14534,14540,490,26771,481,28049,489,33665,482,376,35734,32389,26867,35735,28047,339,39648,27689,33276,130243,27600,352,28336,28322,486,33004,169,28332,33615,39283,27085,493,493,364,29866,29822,32417,33626,735,491,26222,27485,489,28041,14540,481,36154,169,481,33620,621,28480,491,28599,28148
SG19_400_Sal,14428,369,361,361,27569,53,368,360,26103,32255,368,28337,28215,27933,27234,614,1641,614,361,470,28214,219,39521,38900,28482,33682,482,32499,29823,26937,361,28180,614,14403,615,615,33773,33779,32498,32888,28594,28491,33774,33755,29711,340,33779,26876,28600,31900,28488,356,32253,38895,27704,33790,33682,28482,480,35619,28435,489,370,376,474,365,365,26924,38895,460,0,368,361,28218,28479,26153,27573,27933,362,28020,54,361,38906,38771,28214,39404,29749,27081,39843,27478,38946,28340,355,39754,30003,8481,28180,27088,27929,28405,384,360,466,29750,615,27929,364,32254,26911,14430,29937,6,461,26081,614,28218,27928,169,0,27569,344,477,32258,368,615,26744,28479,369,368,32257,29755,32257,32568,27928,39306,33758,14415,14421,369,26877,360,27931,368,33775,361,483,35619,32498,26747,35620,27929,218,39754,27569,33157,130349,27479,231,28218,28204,365,32889,48,28214,33497,39163,26967,374,374,471,29748,29704,32526,33508,614,372,26101,27592,368,27923,14421,360,36039,2,360,33502,728,28359,372,28479,28027
SG19_116_05_E_coli,27188,27644,27635,27635,0,27574,27643,27635,27747,32734,27643,28971,29166,28680,29200,27882,28890,27882,27636,27745,29165,27545,39933,39407,30028,34612,27757,33172,30122,28306,27636,29131,27882,27173,27883,27883,34389,34395,33171,33488,30140,30037,34390,34381,30018,27597,34395,28394,30148,32584,30034,27631,32732,39280,28867,34405,34520,30028,27753,35484,29064,27762,27645,27648,27749,27640,27640,28296,39280,27685,27569,27643,27636,29169,30025,28241,4,28670,27637,29012,27575,27636,39289,39098,29165,39614,30049,28449,40231,28417,39340,28974,27681,40325,28824,27849,29131,28458,28676,29034,27659,27635,27691,30050,27883,28676,27639,32733,28622,27190,30038,27567,27684,27613,27882,29170,28672,27689,27569,0,27569,27752,32737,27643,27883,24417,30025,27644,27643,32736,30055,32736,33240,28675,39618,34384,27175,27181,27644,28395,27583,28681,27643,34391,27636,27758,35484,33171,24420,35485,28676,27544,40325,0,33801,130283,28166,27559,29169,29155,27640,33489,27569,29165,34421,39695,28335,27646,27646,27696,30048,30011,33200,34432,27882,27644,27638,28279,27643,28670,27181,27635,35906,27567,27635,34427,27996,28993,27644,30025,28975
ISLHD_2017_3_S117,14431,413,405,405,27569,349,412,404,26101,32257,412,28344,28222,27935,27241,658,1684,658,405,514,28221,323,39525,38903,28485,33680,526,32503,29822,26940,405,28187,658,14406,659,659,33777,33783,32502,32892,28597,28494,33778,33759,29710,384,33783,26884,28603,31901,28491,400,32255,38896,27703,33794,33685,28485,524,35620,28442,533,414,422,518,409,409,26927,38896,150,344,412,405,28225,28482,26156,27573,27935,406,28022,350,405,38907,38771,28221,39410,29748,27084,39847,27482,38947,28347,459,39760,29985,8486,28187,27091,27931,28412,428,404,156,29749,659,27931,408,32256,26916,14433,29941,342,151,26088,658,28225,27930,465,344,27569,0,521,32260,412,659,26744,28482,413,412,32259,29754,32259,32572,27930,39310,33762,14418,14424,413,26885,50,27933,412,33779,405,527,35620,32502,26747,35621,27931,322,39760,27569,33162,130327,27487,335,28225,28211,409,32893,344,28221,33495,39172,26970,420,420,161,29747,29703,32530,33506,658,418,26108,27600,412,27925,14424,404,36040,344,404,33500,772,28366,418,28482,28034
MD_6_B12,14605,166,118,118,27752,482,173,117,26283,32433,165,28517,28396,28114,27412,611,1170,611,118,51,28395,456,39470,39077,28658,33854,51,32449,29998,27120,118,28361,611,14580,612,612,33724,33730,32448,33067,28542,28667,33725,33706,29886,517,33730,26827,28548,31847,28664,165,32431,39066,27879,33741,33635,28658,29,35798,28615,66,167,407,3,122,122,27107,39066,409,477,165,118,28399,28655,26331,27756,28114,119,28197,483,118,39077,38943,28395,39580,29924,27036,39789,27431,39117,28520,364,39707,29948,8434,28361,27043,28110,28585,277,117,415,29925,612,28110,121,32432,27091,14607,30112,475,410,26268,611,28399,28109,370,477,27752,521,0,32436,165,612,26922,28655,166,147,32435,29930,32435,32518,28109,39480,33709,14592,14598,166,26828,537,28112,165,33726,118,52,35798,32448,26925,35799,28110,455,39707,27752,33336,130309,27653,468,28399,28385,174,33068,477,28395,33669,39342,27150,405,405,420,29923,29879,32476,33680,611,403,26288,27538,145,28104,14598,117,36218,477,117,33674,497,28539,403,28655,28211
ISLHD_2018_12_S101,32143,32327,32320,32320,32737,32262,32327,32319,32900,11,32326,34095,32630,32173,33926,32566,33585,32566,32320,32429,32629,32237,37995,37134,32769,31704,32440,28943,31151,32556,32320,32598,32566,32130,32567,32567,30472,30480,28942,29648,32880,32776,30475,30466,31126,32285,30480,33404,32889,15682,32775,32315,9,37114,33430,30491,30862,32768,32437,35966,34195,32446,32328,32333,32433,32324,32322,32547,37114,32376,32258,32326,32320,32631,32766,33127,32741,32163,32321,32847,32263,32320,37126,36792,32629,37635,31076,32696,37358,32671,37177,34098,32371,37461,34185,32402,32598,32703,32169,34163,32340,32319,32382,31077,32567,32169,32323,12,32645,32145,33420,32256,32375,32422,32566,32636,32174,32375,32258,32737,32260,32436,0,32326,32567,32740,32766,32327,32327,13,31082,5,29012,32168,37450,30469,32132,32136,32327,33405,32276,32172,32326,30476,32320,32441,35966,28942,32743,35967,32169,32236,37461,32737,30835,130495,33061,32251,32631,32619,32324,29649,32257,32629,31513,37484,32582,32331,32333,32387,31075,31119,28971,31526,32566,32329,32446,33174,32327,32171,32136,32319,36380,32256,32319,31518,32680,34121,32329,32766,33376
MD_6_B8,14495,1,49,49,27643,373,64,48,26172,32323,0,28406,28283,28004,27298,502,1329,502,49,170,28282,347,39588,38967,28548,33742,114,32567,29887,27006,49,28248,502,14470,503,503,33843,33849,32566,32957,28660,28557,33844,33825,29775,408,33849,26947,28666,31965,28554,56,32321,38957,27769,33860,33753,28548,168,35688,28504,185,2,298,162,53,53,26993,38957,528,368,2,49,28286,28545,26219,27647,28004,50,28088,374,49,38968,38834,28282,39471,29813,27150,39907,27548,39008,28409,483,39825,30064,8553,28248,27157,28000,28474,168,48,534,29814,503,28000,52,32322,26980,14497,30001,366,529,26158,502,28286,27999,489,368,27643,412,165,32326,0,503,26810,28545,1,56,32325,29819,32325,32636,27999,39370,33828,14482,14488,1,26948,428,28002,0,33845,49,115,35688,32566,26813,35689,28000,346,39825,27643,33226,130423,27539,359,28286,28272,65,32958,368,28282,33557,39232,27036,296,296,539,29812,29768,32594,33568,502,294,26178,27652,56,27994,14488,48,36108,368,48,33562,616,28428,294,28545,28101
Seagull_18_165_S107,14742,504,496,496,27883,620,503,495,26414,32564,503,28651,28526,28247,27543,1,1775,1,496,605,28525,594,39823,39205,28788,33978,617,32811,30123,27246,496,28491,1,14717,2,2,34080,34086,32810,33197,28900,28797,34081,34062,30011,655,34086,27190,28906,32208,28794,491,32562,39189,28014,34097,33989,28788,615,35928,28749,624,505,545,609,500,500,27233,39189,775,615,503,496,28529,28785,26462,27887,28247,497,28329,621,496,39200,39062,28525,39705,30049,27390,40143,27789,39240,28654,730,40060,30310,8797,28491,27397,28243,28719,519,495,781,30050,2,28243,499,32563,27215,14744,30243,613,776,26399,1,28529,28242,736,615,27883,659,612,32567,503,0,27055,28785,504,503,32566,30055,32566,32880,28242,39605,34065,14729,14735,504,27191,675,28245,503,34082,496,618,35928,32810,27058,35929,28243,593,40060,27883,33469,130647,27789,606,28529,28515,500,33198,615,28525,33793,39467,27276,543,543,786,30048,30004,32838,33804,1,541,26419,27902,503,28237,14735,495,36348,615,495,33798,115,28673,541,28785,28338
MD_6_A12,26530,26811,26806,26806,24417,26748,26815,26805,26946,32737,26810,28623,28719,28315,28296,27054,28068,27054,26806,26917,28718,26724,39569,39401,29421,34115,26924,32738,29726,27984,26806,28682,27054,26507,27055,27055,33973,33979,32737,33195,29533,29430,33974,33955,29644,26781,33979,27489,29541,32253,29427,26803,32735,39383,27777,33989,34186,29422,26923,36215,28712,26934,26812,26821,26919,26810,26810,27975,39383,26860,26744,26810,26806,28722,29418,27434,24421,28315,26807,28552,26749,26806,39394,39156,28718,39893,29652,28128,40057,28255,39435,28626,26859,40218,30015,26871,28682,28137,28311,28682,26831,26805,26866,29653,27055,28311,26809,32736,28174,26534,30304,26742,26859,27076,27054,28722,28307,26864,26744,24417,26744,26922,32740,26810,27055,0,29418,26811,26811,32739,29658,32739,32801,28310,39705,33958,26519,26525,26811,27490,26758,28316,26810,33975,26806,26925,36215,32737,11,36216,28311,26723,40218,24417,33697,130584,27805,26738,28722,28708,26812,33196,26746,28716,33924,39635,28014,26819,26819,26871,29651,29637,32765,33935,27054,26817,27097,27918,26813,28305,26525,26805,36633,26742,26805,33930,27168,28645,26817,29418,28561
MD_6_E12,28615,28546,28539,28539,30025,28484,28546,28538,29183,32763,28545,29939,31067,30241,29317,28784,29799,28784,28539,28648,31066,28460,39098,39188,5,34231,28659,33100,28733,29969,28539,31032,28784,28600,28785,28785,33076,33082,33099,33530,130,26,33077,33068,28737,28509,33082,29043,145,32369,25,28534,32761,39325,30313,33092,32734,6,28655,37116,30031,28665,28547,28555,28652,28543,28543,29958,39325,28598,28479,28545,28539,31070,0,28219,30029,30232,28540,29418,28485,28539,39332,39262,31064,39996,28658,30112,39278,30206,39385,29942,28595,39359,31189,28555,31032,30121,30237,30001,28564,28538,28604,28659,28785,30237,28542,32762,28695,28615,31781,28477,28597,29738,28784,31072,30236,28599,28479,30025,28482,28655,32766,28545,28785,29418,0,28546,28546,32765,28664,32765,33166,30236,39343,33071,28602,28608,28546,29044,28496,30241,28545,33078,28539,28660,37116,33099,29421,37117,30237,28459,39359,30025,33771,130966,29127,28471,31070,31056,28543,33531,28481,31066,34040,39240,29998,28553,28553,28609,28657,28730,33129,34051,28784,28551,29760,29240,28546,30231,28608,28538,37536,28477,28538,34045,28898,29959,28551,0,29477
MD_6_B10,14496,2,50,50,27644,374,65,49,26173,32324,1,28407,28284,28005,27299,503,1330,503,50,171,28283,348,39589,38968,28549,33743,115,32568,29888,27007,50,28249,503,14471,504,504,33844,33850,32567,32958,28661,28558,33845,33826,29776,409,33850,26948,28667,31966,28555,57,32322,38958,27770,33861,33754,28549,169,35689,28505,186,3,299,163,54,54,26994,38958,529,369,3,50,28287,28546,26220,27648,28005,51,28089,375,50,38969,38835,28283,39472,29814,27151,39908,27549,39009,28410,484,39826,30065,8554,28249,27158,28001,28475,169,49,535,29815,504,28001,53,32323,26981,14498,30002,367,530,26159,503,28287,28000,490,369,27644,413,166,32327,1,504,26811,28546,0,57,32326,29820,32326,32637,28000,39371,33829,14483,14489,2,26949,429,28003,1,33846,50,116,35689,32567,26814,35690,28001,347,39826,27644,33227,130424,27540,360,28287,28273,66,32959,369,28283,33558,39233,27037,297,297,540,29813,29769,32595,33569,503,295,26179,27653,57,27995,14489,49,36109,369,49,33563,617,28429,295,28546,28102
ISLHD_2018_9_S98,14497,57,31,31,27643,373,64,30,26173,32324,56,28407,28286,28005,27302,502,1311,502,31,170,28285,347,39586,38968,28549,33745,170,32568,29888,27010,31,28251,502,14472,503,503,33843,33849,32567,32958,28661,28558,33844,33825,29776,408,33849,26946,28667,31966,28555,56,32322,38957,27770,33860,33754,28549,150,35689,28505,185,58,298,144,35,35,26997,38957,528,368,56,31,28289,28546,26221,27647,28005,32,28086,374,31,38968,38834,28285,39471,29814,27154,39907,27549,39008,28410,483,39826,30067,8553,28251,27161,28001,28475,168,30,534,29815,503,28001,34,32323,26981,14499,30004,366,529,26159,502,28289,28000,489,368,27643,412,147,32327,56,503,26811,28546,57,0,32326,29820,32326,32637,28000,39369,33828,14484,14490,57,26947,428,28003,56,33845,31,171,35689,32567,26814,35690,28001,346,39826,27643,33226,130423,27544,359,28289,28275,65,32959,368,28285,33560,39233,27040,296,296,539,29813,29769,32595,33571,502,294,26179,27657,38,27995,14490,30,36109,368,30,33565,616,28429,294,28546,28101
MD_6_F9,32142,32326,32319,32319,32736,32261,32326,32318,32899,10,32325,34094,32629,32172,33925,32565,33584,32565,32319,32428,32628,32236,37994,37133,32768,31703,32439,28942,31150,32555,32319,32597,32565,32129,32566,32566,30471,30479,28941,29647,32879,32775,30474,30465,31125,32284,30479,33403,32888,15681,32774,32314,8,37113,33429,30490,30861,32767,32436,35965,34194,32445,32327,32332,32432,32323,32321,32546,37113,32375,32257,32325,32319,32630,32765,33126,32740,32162,32320,32846,32262,32319,37125,36791,32628,37634,31075,32695,37357,32670,37176,34097,32370,37460,34184,32401,32597,32702,32168,34162,32339,32318,32381,31076,32566,32168,32322,11,32644,32144,33419,32255,32374,32421,32565,32635,32173,32374,32257,32736,32259,32435,13,32325,32566,32739,32765,32326,32326,0,31081,12,29011,32167,37449,30468,32131,32135,32326,33404,32275,32171,32325,30475,32319,32440,35965,28941,32742,35966,32168,32235,37460,32736,30834,130494,33060,32250,32630,32618,32323,29648,32256,32628,31512,37483,32581,32330,32332,32386,31074,31118,28970,31525,32565,32328,32445,33173,32326,32170,32135,32318,36379,32255,32318,31517,32679,34120,32328,32765,33375
ISLHD_2019_01,29553,29820,29813,29813,30055,29760,29823,29813,29435,31079,29819,30935,30668,29950,29856,30054,31071,30054,29814,29925,30667,29737,38505,38070,28667,32243,29933,31892,74,29882,29814,30630,30054,29538,30055,30055,32815,32821,31891,32118,28779,28676,32816,32807,467,29782,32821,28412,28785,30612,28673,29811,31077,38724,30867,32833,32573,28668,29930,35802,31024,29942,29821,29831,29927,29818,29818,29873,38724,29870,29755,29819,29814,30671,28664,28687,30059,29940,29815,30013,29761,29814,38741,38445,30667,39364,18,30026,38393,29951,38788,30938,29873,38499,31241,30055,30630,30033,29946,30996,29836,29813,29876,19,30055,29946,29817,31078,30529,29555,30655,29753,29869,29433,30054,30674,29943,29873,29755,30055,29754,29930,31082,29819,30055,29658,28664,29820,29820,31081,0,31081,31957,29945,38814,32810,29539,29546,29820,28413,29770,29951,29819,32817,29814,29934,35802,31891,29661,35803,29946,29736,38499,30055,32243,130475,29898,29747,30671,30657,29820,32119,29757,30667,32054,38236,29912,29829,29829,29881,17,460,31920,32065,30054,29827,29461,30011,29821,29940,29546,29813,36217,29753,29813,32060,30168,30959,29827,28664,30381
ISLHD_2019_11,32142,32326,32319,32319,32736,32261,32326,32318,32899,10,32325,34094,32629,32172,33925,32565,33584,32565,32319,32428,32628,32236,37994,37133,32768,31703,32439,28942,31150,32555,32319,32597,32565,32129,32566,32566,30471,30479,28941,29647,32879,32775,30474,30465,31125,32284,30479,33403,32888,15681,32774,32314,8,37113,33429,30490,30861,32767,32436,35965,34194,32445,32327,32332,32432,32323,32321,32546,37113,32375,32257,32325,32319,32630,32765,33126,32740,32162,32320,32846,32262,32319,37125,36791,32628,37634,31075,32695,37357,32670,37176,34097,32370,37460,34184,32401,32597,32702,32168,34162,32339,32318,32381,31076,32566,32168,32322,11,32644,32144,33419,32255,32374,32421,32565,32635,32173,32374,32257,32736,32259,32435,5,32325,32566,32739,32765,32326,32326,12,31081,0,29011,32167,37449,30468,32131,32135,32326,33404,32275,32171,32325,30475,32319,32440,35965,28941,32742,35966,32168,32235,37460,32736,30834,130494,33060,32250,32630,32618,32323,29648,32256,32628,31512,37483,32581,32330,32332,32386,31074,31118,28970,31525,32565,32328,32445,33173,32326,32170,32135,32318,36379,32255,32318,31517,32679,34120,32328,32765,33375
MD_7_A3,32434,32637,32630,32630,33240,32574,32639,32629,33046,29009,32636,34222,32752,32239,34121,32879,33664,32879,32630,32513,32751,32549,37690,37575,33169,30460,32522,74,31889,32731,32630,32716,32879,32420,32880,32880,28485,28493,73,28196,33054,33176,28486,28479,32016,32600,28493,33649,33061,28926,33175,32627,29007,37369,33672,28503,28553,33170,32521,36879,34177,32532,32638,32647,32515,32634,32634,32719,37369,32460,32568,32636,32630,32755,33166,33217,33244,32229,32631,33004,32573,32630,37383,37236,32751,37690,31951,32643,37049,32872,37293,34225,32457,37131,34094,32470,32716,32650,32235,34147,32652,32629,32466,31952,32880,32235,32633,29008,33018,32437,33968,32566,32461,32494,32879,32758,32230,32459,32568,33240,32572,32518,29012,32636,32880,32801,33166,32637,32637,29011,31957,29011,0,32234,37527,28482,32422,32426,32637,33650,32588,32238,32636,28489,32630,32523,36879,71,32804,36880,32235,32548,37131,33240,29183,130328,33244,32561,32755,32741,32636,28197,32565,32751,30268,37763,32757,32645,32645,32471,31950,32009,186,30281,32879,32643,32514,33129,32637,32229,32426,32629,37290,32568,32629,30273,32765,34246,32643,33166,33403
